스킬ID,스킬,타겟_범위,타겟_태그
32369,나를 짝사랑하고 있는 사람이 있을까?,연애상태_싱글,연애_새로운만남
31637,⚠ 직장에서 곧 생길 일 !,"연애상태_싱글, 연애상태_커플",학업직업운
23157,그 사람의 속마음 | 김밀구,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
2344,분노조절지수 진단,"연애상태_싱글, 연애상태_커플",
36133,[깜짝 타임세일] 월지로 보는 인연: 배우자가 될 3명의 후보,"연애상태_싱글, 연애상태_커플",연애_결혼
26202,그사람 속마음,"연애상태_싱글, 연애상태_커플",연애_속마음
40312,"너에게 차단된 나, 그래도 난 네가 잘 지내는지 궁금해.속마음타로","연애상태_싱글, 연애상태_커플",연애_속마음
34119,계속 좋아해도 될까 + 앞으로 행동은?,"연애상태_싱글, 연애상태_커플",
40378,내가 짝사랑하는 상대방은 나를 좋아할까요?(3000자~),연애상태_싱글,"연애_새로운만남, 연애_속마음"
30185,세상에 지친 당신을 위한 마음을 위로하는 하반기 운세,"연애상태_싱글, 연애상태_커플","신년운세, 연애_속마음"
25964,그 사람 진짜 속마음이 뭘까?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
18940,슬픔극복어쩌고,"연애상태_싱글, 연애상태_커플",
27707,우리 두 사람의 결혼가능성과 궁합은?,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계"
35109,🌸상대방은 앞으로 나에게 어떻게 할까?🌸#타로라포,"연애상태_싱글, 연애상태_커플",
29800,그 사람은 나를 어떤 의미로 생각할까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
38234,❤️현재 날 좋아하는 상대방은 다가와 고백할까요?(3600자이상)❤️💑 #타로라포,연애상태_싱글,"연애_새로운만남, 연애_속마음"
27937,[결혼] 행복한 나의 결혼 생활과 결혼운이 좋은 시기까지 살펴보기💖,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
32465,나에게 곧 찾아올 연애운 (솔로),연애상태_싱글,연애_새로운만남
25408,새로운 인연,연애상태_싱글,연애_새로운만남
32922,그 사람과 나의 3가지 미래,"연애상태_싱글, 연애상태_커플",연애_궁합관계
24751,[협력유통] 2023년에 솔로 탈출할 수 있을까? | 타로아델,연애상태_싱글,"신년운세, 연애_새로운만남"
30319,[프로모션] 결혼 OX 궁합 + 나는 결혼해도 되는 사주일까?,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계"
26102,애매한 너의 마음 딱 알려줘📴,"연애상태_싱글, 연애상태_커플",연애_속마음
34579,"16카드: 그 사람과 나의 변화, 앞으로의 흐름","연애상태_싱글, 연애상태_커플",연애_궁합관계
29161,"앞으로 4주중, 연락운이 높은 시기 ❤️",연애상태_싱글,연애_재회
34280,그 사람이 하게 될 행동과 3개월 뒤 관계,"연애상태_싱글, 연애상태_커플",연애_궁합관계
27972,💞1주일 연애운: 이번 주 만나게 될 내 운명? #속마음#관계운#조언(3카드),"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남, 연애_속마음"
30116,한 달 안에 일어날 일들,"연애상태_싱글, 연애상태_커플",
38068,"구페🔥뉴페中선택! 내 앞으로의 인연, 뉴페이스일까 구페이스일까? 딱 정해드려요!","연애상태_싱글, 연애상태_커플",연애_일반
33492,"그 사람, 다시 만날 수 있을까?",연애상태_싱글,"연애_궁합관계, 연애_재회"
33487,재회 가능성: 그 사람의 진짜 진심,연애상태_싱글,"연애_궁합관계, 연애_속마음, 연애_재회"
33322,"그 사람, 나에게 어떤 행동을 할까?","연애상태_싱글, 연애상태_커플",연애_궁합관계
27871,이 사람과 결혼 해도 될까요?,"연애상태_싱글, 연애상태_커플",연애_결혼
29998,사주로 보는 연애운: 내 사주의 꽃말과 연애 전략은?,"연애상태_싱글, 연애상태_커플",연애_일반
34308,[사주 상담] 본성·적성·운명 탐구,"연애상태_싱글, 연애상태_커플",연애_일반
35176,내 운명 지금 어디 있을까? | 오지은,"연애상태_싱글, 연애상태_커플",연애_일반
35010,짝사랑: 그 사람 진심과 끝나는 시기,연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_속마음"
31145,이성을 유혹하는 나의 매력,"연애상태_싱글, 연애상태_커플",
31468,나 좋아해?,"연애상태_싱글, 연애상태_커플",
29158,주위에 날 좋아하는 사람이 있을까?,"연애상태_싱글, 연애상태_커플",연애_속마음
28185,운명의 상대는 어떤 사람인지 봐주께~,"연애상태_싱글, 연애상태_커플",연애_일반
26275,나는 앞으로 몇 번 더 연애할 수 있을까? | 유히로,"연애상태_싱글, 연애상태_커플",연애_일반
28696,그 사람의 진심 -연애 편-,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
27479,인연을 만날 수 있는 행운의 장소와 외모!,"연애상태_싱글, 연애상태_커플",연애_일반
27382,미리보는 결혼의 맛은?,"연애상태_싱글, 연애상태_커플",연애_결혼
33520,"연락 없는 이유, 먼저 연락할까?",연애상태_싱글,연애_재회
33521,그 사람에게 연락해도 될까?,연애상태_싱글,"연애_궁합관계, 연애_재회"
26028,다음 주 나의 연애운은?,"연애상태_싱글, 연애상태_커플",연애_일반
26404,헤어진 그 사람 다시 재회 할 수 있을까?,연애상태_싱글,"연애_궁합관계, 연애_재회"
32298,지금으로부터 한달운세,"연애상태_싱글, 연애상태_커플",종합운
30578,7월의 연애운 💕,"연애상태_싱글, 연애상태_커플",연애_일반
27713,"다음 연애 언제, 어디서 시작될까? | 톡신","연애상태_싱글, 연애상태_커플",연애_새로운만남
26178,[챠미타로] 그사람은 나에 대해 어떤 생각을 가지고 있을까..?,"연애상태_싱글, 연애상태_커플",
39224,핵심이별운☠️ 우리 이별하게 될 지 알려드려요,"연애상태_싱글, 연애상태_커플",연애_재회
33602,지금 격하게 날 좋아하는 사람은?,"연애상태_싱글, 연애상태_커플",연애_속마음
38141,[깜짝 타임세일] 내 인생 황금기와 암흑기: 사주팔자 풀이,전체,종합운
35274,너의 속마음을 내게 알려줘~☘,"연애상태_싱글, 연애상태_커플",연애_속마음
33122,사주로 보는 그의 모든 것,"연애상태_싱글, 연애상태_커플",종합운
29557,내 결혼운의 모든것,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_새로운만남"
28404,나의 2023년도 연애운 캘린더 ❤️,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
31138,그 사람이 너에게 꼭 하고 싶은 말,"연애상태_싱글, 연애상태_커플",연애_궁합관계
26379,"내 운명은 비혼, 비연애 일까?","연애상태_싱글, 연애상태_커플",연애_일반
33350,그 사람의 진심과 거짓은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
28533,붉은 실로 연결된 결혼할 그 사람,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계"
32968,💙재회타로💙우리 다시 사랑해도 될까❓ #반다타로,연애상태_싱글,연애_재회
32971,자꾸 떠오르는 그 사람의 속마음❕,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
28898,[2인] 2023년 하반기 운세 보고서,전체,"신년운세, 종합운"
30325,자꾸 생각나는 너의 진짜 속마음을 알고싶어!,"연애상태_싱글, 연애상태_커플",연애_속마음
21999,[행운의 사다리] 그 사람과 나의 결혼 궁합,"연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계, 연애_새로운만남"
19260,[할로윈 프로모션] 2022년 월별 운세,전체,신년운세
35005,"☃️겨울연애운 : 겨울까지 내 로맨스 어떻게 흘러갈까??어떤 사랑일지, 관계로 나아갈지 (7카드 8999자) #짝사랑 #썸 #싱글 #재회 #커플 모두 포함",연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_재회"
2299,썸테스트 - 우리는 썸일까?,연애상태_싱글,연애_새로운만남
26494,내게도 사랑이 올까요?,"연애상태_싱글, 연애상태_커플",연애_일반
28730,앞으로 연애운의 흐름은?,"연애상태_싱글, 연애상태_커플",연애_일반
38267,"그사람의 속마음,진심, 재회의 가능성 ❤️‍🔥❤️‍🔥",연애상태_싱글,"연애_속마음, 연애_재회"
36028,[짝사랑] 그 사람의 솔직한 감정은?,연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_속마음"
36146,[재회운] 이별과 재회 속마음,연애상태_싱글,"연애_속마음, 연애_재회"
33382,{{이름}}님의 설레는 연애가 시작되는 시기💚,"연애상태_싱글, 연애상태_커플",연애_일반
34145,그 사람이 감춘 말할 수 없는 비밀,"연애상태_싱글, 연애상태_커플",연애_궁합관계
36556,2024년 1월 연애운+속마음,"연애상태_싱글, 연애상태_커플","신년운세, 연애_속마음"
26568,짝사랑 이루어질까? | 레미니씬,연애상태_싱글,연애_새로운만남
30705,그 사람의 진심이 알고 싶다.,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
26467,나의 다음 연애상대는 누구?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
19057,あの人と復縁できる？やり直せる確率,"연애상태_싱글, 연애상태_커플",
26217,썸 타는 그 사람과 앞으로 어떻게 될까?,연애상태_싱글,"연애_궁합관계, 연애_새로운만남"
31238,"이 순간, 그 사람이 나에게 느끼는 감정은 뭘까?","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
30089,"6월 운세: 나의 금전운, 연애운, 총운","연애상태_싱글, 연애상태_커플","연애_일반, 재물금전운"
54013,독이 되는 관계: 10카드 스프레드,"연애상태_싱글, 연애상태_커플",연애_궁합관계
26133,자꾸 생각나는 그 사람과 이루어질 수 있을까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
32133,그or그녀의 속마음💗🧡❓#디오타로,"연애상태_싱글, 연애상태_커플",연애_속마음
26124,그의 애정을 얻는 방법,"연애상태_싱글, 연애상태_커플",연애_궁합관계
47968,[인기] 내 사주에 쓰인 운명의 배우자,"연애상태_싱글, 연애상태_커플",연애_결혼
31146,이때 그대의 인연이 다가옵니다.  #데아타로,"연애상태_싱글, 연애상태_커플",연애_일반
26471,내 주변에 나와 잘 될 인연?,"연애상태_싱글, 연애상태_커플",연애_일반
32131,내 생각 하고 있나요? 재회...💜💙♥️#데아타로,연애상태_싱글,연애_재회
26445,나의 다음 연애상대 미리보기👩‍❤️‍👨,"연애상태_싱글, 연애상태_커플",연애_일반
34697,"우리 아직 사랑💜일까? (재회,속마음)  #아이비스타로",연애상태_싱글,"연애_속마음, 연애_재회"
26556,자꾸만 떠오르는 너의 속마음은 뭐니?!,"연애상태_싱글, 연애상태_커플",연애_속마음
27214,나를 더 사랑하게 만들고 싶은데 어떻게 하면 좋을까?,"연애상태_싱글, 연애상태_커플",연애_일반
34999,"재회운 풀이, 아직 날 좋아할까?",연애상태_싱글,"연애_속마음, 연애_재회"
30688,[얼리버드] 미래를 내다보는 인생 설명서,"연애상태_싱글, 연애상태_커플",종합운
26436,난 어떤 직업이 어울릴까? 나의 진로운은?,전체,학업직업운
31110,그사람 나에게 진심일까?,"연애상태_싱글, 연애상태_커플",연애_속마음
28795,"또 나만 진심이었을까? (feat. 이별, 연애)","연애상태_싱글, 연애상태_커플","연애_속마음, 연애_재회"
32661,그 사람이 결국 나에게 못 한말✉️✒️#샐리타로,"연애상태_싱글, 연애상태_커플",연애_궁합관계
32392,조만간 나에게 강하게 꽂힐 사람 특징,"연애상태_싱글, 연애상태_커플",
39520,🌸상대방과 나의 앞으로의 관계흐름(3000자이상))❤️🤔 #타로라포,"연애상태_싱글, 연애상태_커플",연애_궁합관계
40777,속마음타로: 이건 짝사랑일까요? 상대방은 어떤 마음일까요?,연애상태_싱글,"연애_새로운만남, 연애_속마음"
39330,(업셀링_결혼본심) 2024년 놓치면 안 될 3번의 기회,"연애상태_싱글, 연애상태_커플","신년운세, 연애_결혼"
30579,🔥영혼의 인연🔥 이때!! 만나게 됩니다!!,"연애상태_싱글, 연애상태_커플",연애_일반
37988,[깜짝 타임세일] 일생 풀이: 천운과 타고난 복(福),전체,
39718,그 사람의 행동 예측 (7카드),"연애상태_싱글, 연애상태_커플",연애_궁합관계
39059,내 카톡 프로필을 염탐하는 그사람의 속마음은?,"연애상태_싱글, 연애상태_커플",연애_속마음
32115,나의 진정한 연애가 시작되는 시기는?!,"연애상태_싱글, 연애상태_커플",연애_일반
33418,있으면 언제든 필요한 PPT 템플릿 9종 패키지,"연애상태_싱글, 연애상태_커플",연애_새로운만남
34938,그사람은 내 생각 하고 있을까요? #상사화 [총 4000자],"연애상태_싱글, 연애상태_커플",
27211,그 사람과 사귀게 될까..?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
38365,[깜짝 타임세일] 사주로 보는 그 사람의 속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
26473,솔로탈출 새로운 인연은 언제 나타날까🙏🏻,연애상태_싱글,연애_새로운만남
36419,[깜짝 타임세일A] 내 사주 속 최고의 겉궁합 VS 속궁합 상대는?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
34590,꼭!! 들어야 할 수호령이 나에게 던지는 메시지🧧,"연애상태_싱글, 연애상태_커플",
